ppm,p_ctr,p_corr
6.94,-2.1696753187739286e-05,-0.1241407000189487
6.74,-2.068979226151688e-05,-0.20255474659034994
6.62,-2.017309072604217e-05,-0.1624248089901332
6.26,1.9537505671803092e-05,0.10587282097733033
8.7,-1.930431196611853e-05,-0.13114607465906447
9.66,1.920625304207703e-05,0.07965654187025435
0.34,-1.7589033307037413e-05,-0.17642268269764397
0.06,1.7504071226514264e-05,0.03445532604797459
9.26,-1.7029496363638423e-05,-0.1758308735518166
9.06,-1.6151964154050955e-05,-0.08064533097895023
8.98,1.557326296739773e-05,0.12795238391950714
6.1,1.533700249207658e-05,0.028736463181036037
9.94,-1.489459113131799e-05,-0.23093497127818463
8.74,1.432409106056123e-05,0.0695272325276083
6.38,-1.4299174915556177e-05,-0.03201573615039823
6.54,-1.383056626700884e-05,-0.11425033041103681
9.22,-1.341027498531892e-05,-0.13591228014049597
9.46,1.2172052934346122e-05,0.0850529771728017
9.58,1.2030032947847414e-05,0.08792880086941543
8.86,-1.1872918471725647e-05,-0.14160897346132617
5.9,-1.1852207261986795e-05,-0.004543310129124213
8.94,-1.1660295349264475e-05,-0.02790190934878682
0.3,1.1443619504224399e-05,0.13570783013189575
7.02,-1.1153771248472421e-05,-0.0070586108928398575
0.5,1.1000863904322048e-05,0.090055725379123
6.3,1.081421819659112e-05,0.039859270992786563
0.74,-1.0506806125060075e-05,-0.002117452579644015
9.78,-9.430792797260549e-06,-0.15674270217012545
9.38,9.370747133920083e-06,0.08479282323947496
9.02,9.164643354712942e-06,0.0954997059611141
0.18,-8.645457849601088e-06,-0.1240553294921628
8.66,-8.500458105127088e-06,-0.0793941973432572
6.46,8.349672368644714e-06,0.10356671102769971
9.34,-8.33889531930116e-06,-0.07509953524879372
9.1,-7.873918996113453e-06,-0.08845772417691802
6.66,-7.296125341584723e-06,-0.03908078177766318
9.62,-7.030854048779897e-06,-0.0643899809321571
8.82,-6.852556419371895e-06,-0.09813553679324796
8.78,-6.598083938002314e-06,-0.08031434906208956
7.34,6.483653041969594e-06,0.0006775034984744995
0.46,-5.631739862647979e-06,-0.04871567067581252
0.38,5.442851853976737e-06,0.05210669899613785
6.42,5.323301383583484e-06,0.04525469260311811
9.74,-5.205719282313408e-06,-0.07968000714553175
6.22,5.068559968223776e-06,0.03080934634298514
0.22,-4.822888048750027e-06,-0.06219643616978284
6.7,-4.63126830825035e-06,-0.05017072660705355
9.98,-4.003645177551507e-06,-0.06510694272131241
9.86,-3.971462058756537e-06,-0.07074992647520804
9.42,-3.280018611713365e-06,-0.0352733456815781
9.5,-3.135479629686676e-06,-0.03855802166290281
8.54,3.0443524541006755e-06,0.025605259118706217
9.18,2.6971282322260302e-06,0.025328784235962562
0.58,-2.619055536379401e-06,-0.012801937054748764
8.9,2.507653442946082e-06,0.030048199995305412
6.14,-2.1605786823999114e-06,-0.012397025131046057
9.54,-2.104178807156303e-06,-0.026164260311785374
6.78,-1.443005406504081e-06,-0.010143973068346235
9.14,1.2344396119687177e-06,0.009429337981526792
0.26,-4.872399748802552e-07,-0.005859449238536117
7.86,-4.857551822521403e-07,-9.545684037493989e-05
6.98,4.835127064290086e-07,0.0015278394045327639
9.3,-4.547203317664707e-07,-0.004875057220039519
9.9,-2.721399016041943e-07,-0.005249426996876459
9.82,2.5554900531475797e-08,0.00044620298217813096
