ppm,p_ctr,p_corr
2.02,-0.5205584593332017,-0.48630253079385294
1.22,0.33993106755479713,0.4924454387635345
1.9,-0.33214214254835694,-0.4869102584808623
1.18,-0.2736096945634221,-0.6287564873210149
3.94,-0.21675304971539425,-0.38992910321598295
3.62,-0.19075052643745566,-0.335554763054276
1.26,0.18480444891636802,0.20066853376522406
3.82,0.17771000046335153,0.21519242143090678
3.54,-0.16773429390022568,-0.4510069805527654
3.58,-0.16673418875847268,-0.22369422116098875
4.42,-0.12394759219074282,-0.4343128189956554
3.9,-0.12310722460447295,-0.19519886816597595
3.86,-0.11615731809663028,-0.1958918695075639
2.38,-0.11534987388147974,-0.1747415441423964
1.14,-0.09697110216097898,-0.4760837006951171
3.7,-0.09427051419358705,-0.12370248050136622
4.1,-0.08463180779465172,-0.3544555931942525
0.94,-0.0717741195216985,-0.46516150056054534
3.46,-0.07013204404004678,-0.24912789866678742
3.5,-0.06743918373921359,-0.20529413623344547
5.3,0.06690876320046552,0.40687715966520316
3.98,-0.061832069486983145,-0.24494597475035804
4.06,-0.06142171360988751,-0.6039679067233991
3.74,-0.059835611760489384,-0.06945040407744785
2.06,0.05698811394904156,0.07194641534463801
4.62,0.054003458354592734,0.5216041335264572
1.34,-0.053528257424742196,-0.07962088308761724
1.7,-0.051697698610276066,-0.5172718861601592
4.22,0.04698765567731608,0.3968637010294558
1.3,-0.046786546237270174,-0.03591717409901138
0.98,-0.04022454815186281,-0.4041786729586787
2.66,-0.03754640399871312,-0.30288863401977884
1.02,-0.034372926864767964,-0.4402032825273418
1.46,-0.0332040060427643,-0.47376068502226426
4.26,0.03271006481006679,0.49434975128539976
4.46,-0.03145831566360753,-0.1329266923665018
1.98,-0.03118118276669401,-0.2381377455864699
2.34,-0.02943208020294822,-0.35192725698023125
2.14,-0.028460568056075438,-0.43998603602605935
3.02,-0.027565618113060315,-0.4585461920342699
5.1,-0.025061912822815592,-0.4390329252721355
5.02,-0.024233826458126086,-0.41493679150825924
4.14,-0.02191986415774698,-0.11636821213433457
