ppm,p_ctr,p_corr
1.9,0.7663260816474008,0.3491737195705353
2.38,-0.45492734666801576,-0.4195182799446063
3.82,0.45004227831283045,0.2978588270412762
3.78,0.4037861624433179,0.2150512312364535
3.74,0.3732635784416334,0.19415636729800062
1.26,0.32783350713767245,0.3863431999926901
1.22,0.28630928786846466,0.3536749742472241
3.7,0.2851031654941441,0.16121803934046122
1.3,-0.2701711060302193,-0.3405135875194976
3.86,0.2513897329883851,0.18145217886680776
3.58,0.24268964549529792,0.15108990143776674
1.34,-0.22127578814821233,-0.35189291493393554
3.94,0.18297116566611754,0.14006769131090083
3.66,0.17996690630131076,0.18389219377543406
2.02,-0.16841205627589825,-0.11215460296014014
1.06,0.16086741582557015,0.38673947821790355
3.9,0.13435470115883416,0.10049719566544345
2.18,0.12141213567208,0.3781561112524271
4.1,-0.09915419629476425,-0.25159942292540133
1.54,0.0935436773636189,0.2703698870954897
1.7,0.08655966604563153,0.12533852632910442
3.02,0.08404355943433064,0.12565705730341128
4.14,0.07678949970588449,0.20502123625611512
4.66,0.06879079779981181,0.33558695809358463
2.14,0.06708270305232407,0.23503069487826944
3.62,0.06666036236622833,0.06128213205840225
4.42,0.05969629266305873,0.11876912444769287
5.3,0.05961755774929254,0.3759649879953639
3.3,0.05606750201180158,0.3145299952959121
0.9,0.05596146784867733,0.13782225567191886
4.62,0.05446729593571884,0.3880988006611238
2.98,0.052002815376595984,0.14928637881524753
5.22,0.05063915797577274,0.25454738158756385
3.46,0.048345357156740466,0.09881284413421038
2.06,0.04720634426270432,0.046164472075335264
4.34,0.046187792713145,0.41061432291049527
5.14,0.04610781060243218,0.31569377661737397
1.66,0.04349582169098888,0.15441668672616463
3.98,0.040096667009611626,0.0940854580951837
1.14,-0.03973217367815912,-0.11541967166266731
5.18,0.03920115503596736,0.24536020485205046
0.98,-0.03877843080457779,-0.18166168291324694
1.46,0.03784598779938158,0.10369103885626352
0.94,-0.03740930636582485,-0.12034772242879976
4.5,0.03616708900492328,0.18082186731238165
0.86,0.03557774333245225,0.16855223120982532
2.54,-0.034572119521103124,-0.3160275433092004
1.38,0.03413120368921879,0.22402951058056148
1.02,0.03280505609514771,0.15221295583180106
5.02,0.02829496399936617,0.13947410681005845
3.5,0.027681847102445162,0.056265769700601945
