ID,sec-type,PCo1,PCo2,PCo3,PCo4,PCo5
10005311cSe,sec,-0.16125111132534312,-0.5901041713758484,0.32426932208604275,-0.24083162088859275,0.2031171530766262
10005511cSe,sec,-0.24186019086648528,0.20722432503285726,0.08402450807944799,-0.03313098186270567,-0.0714717926656796
10006111cSe,sec,0.013594192540043605,-0.015078184148777266,-0.010299943272431267,0.18351518688848573,0.10818924120046702
10006511cSe,sec,0.12690609921448354,-0.002218301101908577,-0.010061082554005075,0.11435859944411984,0.1399932289607309
10006811cSe,sec,0.20049061249888073,-0.02247294408485313,0.08957594175075793,-0.10241623995186873,-0.029494438712316447
10007811cSe,sec,0.20151693907828594,0.04836351859215018,0.03405748858021531,-0.055919854124776736,0.011241661484384926
10008211cSe,sec,0.07719499061102439,0.01032962306485332,0.09927324436677687,-0.1249939182172754,-0.09695573436912457
10009211cSe,sec,-0.08575571018825899,0.1929707129736647,0.07256006867118844,-0.09234933165038041,0.019370618261608928
10009311cSe,sec,0.21442914332761517,0.050516061219443666,0.03957741128406827,0.010002876244154425,-0.024306266310106798
10009511cSe,sec,0.06965423316665809,0.009890255880775686,0.013375526517472593,0.025722520761982327,0.10594874693251186
10009811cSe,sec,0.01690496261923811,-0.020630103028725456,0.036395968197022746,0.2701853945934877,0.16518119532656236
10010811cSe,sec,0.20716337854752773,0.009448074142462173,0.05533690887027491,0.05781880483888767,-0.08005039692228447
10011011cSe,sec,0.22110269138724556,0.009603621314858408,0.045391950415051445,-0.06852670194418595,-0.04448385722541087
10011311cSe,sec,0.06121761309832158,-0.09262814667802931,-0.023453162041861337,-0.05072281047645442,0.23075361621314544
10011411cSe,sec,-0.24782290536450666,-0.3236915788792312,-0.23140650857894113,-0.10895455472784575,0.10593565008029483
10011511cSe,sec,-0.4377441836591906,0.17997490737513244,0.22071539548764701,0.1245018179877623,-0.09193928992128192
10012311cSe,sec,-0.2608301516411231,0.17076275741894112,0.10720252428569263,-0.04870370215107939,-0.017896627851915467
10012711cSe,sec,0.23222238390985256,0.04501983186675816,0.02992323722990865,-0.0738372642228869,-0.08191710960401938
10014411cSe,sec,0.19521107994098502,0.016007022243592364,0.05336918582478683,0.1403973593409284,-0.04348608791080333
10014511cSe,sec,0.16192472210530257,-0.0421687858611319,0.06572626225006382,0.05036411857212766,-0.028013567429342225
10014611cSe,sec,-0.16451679909210448,-0.5994318507577359,0.46075336748717843,-0.015264269179418272,-0.15026340641165328
10014811cSe,sec,0.19074937357441074,0.040495238122674096,0.023358352244370592,0.16836040381318532,-0.06062334150542691
10014911cSe,sec,0.14071843991353888,-0.049657683016814266,0.05284186776646188,0.03298758556993009,-0.038792232801999116
10015111cSe,sec,-0.16152925050348999,-0.3497850899870953,0.2292614446343643,0.5157443876293624,-0.029316614712397143
10015311cSe,sec,-0.14635457234550822,-0.19722089347410776,-0.3179607783241403,-0.0027565835912517927,0.0841806870202604
10016611cSe,sec,0.2122765494296091,0.050144457020382234,0.05069393682099805,-0.01765083046656493,0.019319444561390363
10017711cSe,sec,0.1920387255735109,0.028804039705794524,0.04486143530458814,-0.08574316728421044,-0.018202983499917474
10018911cSe,sec,-0.1385148017078219,0.17742051877627715,0.018189737710144108,-0.027328442400419886,-0.03126144243435757
10019111cSe,sec,-0.2019295696539002,-0.17826040071971105,-0.3352740221199578,0.05157453245572595,-0.1497037383708732
10019511cSe,sec,-0.03712243939807767,-0.08486110243926791,-0.2756464231674086,0.006637515674799769,-0.04567897877527587
10019611cSe,sec,-0.6255411143247023,0.07063540481188679,0.19060540188796932,0.1312073547579275,-0.19946496153344415
10019811cSe,sec,-0.17261555639637458,0.2205627989166954,0.11394751886858759,-0.03582561626048266,-0.021830989220602445
10020211cSe,sec,-0.21715462156709353,-0.34654802936367063,-0.13594670744609902,-0.11916894300722347,-0.033484977646130384
10020511cSe,sec,0.12305055735116806,0.021220764059649393,0.024586559489792277,0.22228784563768905,0.036806860181010266
10020911cSe,sec,0.12741418613570155,0.06963528883121711,-0.009851152657814414,0.09202727102639165,0.07053536150314711
10021011cSe,sec,-0.2528539690418568,0.1571522963635477,0.025005563494295068,-0.0348700181315282,0.022895115564032988
10021511cSe,sec,-0.017230087185923733,0.13690645462819617,-0.007859742129317995,-0.03830176920514273,-0.04234724506011031
10022011cSe,sec,0.1510813756076261,0.03330791963592794,0.012754897021757744,0.11546752134537136,0.13671903477502195
10023111cSe,sec,-0.05375898624100542,0.05528477925966441,-0.1479584594125314,-0.01622088482817141,0.10203823255801792
10023211cSe,sec,0.14302202952357668,-0.19657898019816383,0.1612378687070464,-0.13563700106768928,-0.06806176241379083
10023411cSe,sec,0.1655461217508501,0.024073394676892398,0.015410293935183533,-0.050842083773662124,0.12304610536978923
10023811cSe,sec,0.24302656520696098,0.07847914577382618,0.012432140651830412,0.005466177551391095,-0.09231307043213112
10024011cSe,sec,0.10909943630651454,0.014965080125537654,-0.06641190411226597,-0.04535470460391445,0.09280370550125391
10024111cSe,sec,-0.304651395805397,0.16142753149451483,0.07675635137273576,-0.047748743952627036,0.1500240671703982
10024511cSe,sec,-0.26798502023897797,-0.01816807707454206,-0.21935044788127522,-0.05575770768146814,0.07793810787990843
10024811cSe,sec,0.2656484866675893,0.05508056620563697,0.020738136691115145,-0.032965209724702654,-0.13535601647612042
10024911cSe,sec,-0.023342144084285463,-0.05375714214958848,-0.26437256451918395,0.09846336015601836,-0.11266363619745706
10025111cSe,sec,0.11188761354129012,0.08039965876083978,-0.01621897459532969,0.06195429361621479,0.1899641749342497
10025211cSe,sec,0.25663926392652614,0.05991762069500395,0.01781459622370567,-0.013060809799288623,-0.0869676241917405
10026411cSe,sec,0.21274495435061272,0.05647984846421024,0.015206402137055852,0.02987466219452586,-0.05495901855830294
10026511cSe,sec,0.10474627852871905,-0.0630949203081599,-0.006779628128800937,-0.1108288264131693,0.24611420414521248
10026811cSe,sec,-0.2739069687188409,0.16360826622938157,-0.029895422567679318,0.012100513117321673,0.02387043047789637
10027611cSe,sec,0.16484639895524758,-0.08767700025693793,0.09644793313317872,-0.06988553759575196,-0.05357215714233742
10028211cSe,sec,-0.5319552330192019,0.05809946315859956,0.050641889227759286,-0.08968660910792954,-0.0709247283384461
10029511cSe,sec,0.12505404592940722,0.02785733720838533,-0.01521314594320183,0.16209638142154087,0.036126208397326505
10029611cSe,sec,0.20534592848940397,0.06794895880010521,0.029083108686729357,-0.04886565814524941,-0.03728127022507942
10029911cSe,sec,0.21972718038996855,0.020592984567516927,0.04716925951724623,-0.08168696443275031,-0.13214205866749307
11001511cSe,sec,-0.06342931423796055,-0.04927191076711281,0.1173239558961853,-0.08807458390444546,0.009250950318950707
11002311cSe,sec,-0.08435615341273053,-0.01658957055927238,-0.17322578804355215,-0.07760831769410166,-0.0569677054867382
11002411cSe,sec,0.2172165752979681,-0.02489158388532103,0.07167837413429581,-0.08741108648137663,-0.10111331001784933
