seed,draw,R2Y,Q2,r_pcorr,top_overlap
39,random,0.7282025678539369,0.36016806578485017,0.9497670319627253,7
40,matched,0.7173739669966055,0.47119874749533763,0.9397065663530508,5
40,random,0.6957093125443604,0.44854542424650545,0.9333254453320714,5
41,matched,0.6773394279249714,0.4208146560380386,0.9832858693257394,7
41,random,0.6811921889144162,0.10257367481015933,0.9741964438714312,9
42,matched,0.7062847384276607,0.3964324659474292,0.9482411117185781,7
42,random,0.6738609898996133,0.41223063032819174,0.9728043476486959,6
43,matched,0.7119632284731245,0.3884498743623619,0.952720136435222,6
43,random,0.6597043698574427,0.2952412398948424,0.9494275759084123,8
44,matched,0.6624784843997237,0.3745676716399948,0.9620976099356179,5
44,random,0.6463107124987986,0.33220022960407936,0.9687733070037292,8
45,matched,0.7053347283491485,0.38453753152884373,0.9613672898187666,9
45,random,0.6740281542696973,0.4163298226192005,0.9779255644680905,7
46,matched,0.6721478955202043,0.3417121901094138,0.9684877069580332,8
46,random,0.6530171118379939,0.43731027073682327,0.97470481195277,7
47,matched,0.6526661216036715,0.32512617220609885,0.9752735640437703,9
47,random,0.6654812322885053,0.34362983535148706,0.9794327167092348,7
48,matched,0.7120820256428222,0.42863303874024816,0.9490685358509658,5
48,random,0.6519843498576192,0.3082361521516849,0.9671266187402591,6
49,matched,0.6980666585003807,0.35863881823132515,0.9474234795877567,8
49,random,0.6876064395654388,0.39415206735809705,0.9409591265534605,7
50,matched,0.665848889615394,0.40465494674883307,0.9489085998253761,8
50,random,0.6673889833405473,0.4153963758411866,0.937961142073783,5
51,matched,0.7033261735798347,0.3992548531939072,0.9592554814808772,8
51,random,0.6502281371819076,0.331114857195403,0.9442035430725672,7
52,matched,0.6785134730287062,0.41686998540278897,0.9769675803148131,7
52,random,0.6830835926790907,0.19569976746671658,0.9639205542272888,9
53,matched,0.6508158278729019,0.3314822722022336,0.9678446988551519,7
53,random,0.6705936207165064,0.4004462707176121,0.9628483300557331,8
54,matched,0.7255936423049918,0.4245191297111377,0.9442329190772673,7
54,random,0.6481302309323824,0.3769947776183882,0.9715395474463279,7
