ppm,p_corr_unadjusted,p_corr_matched_mean,p_corr_matched_lo95,p_corr_matched_hi95,width95
2.14,-0.36118410363006376,-0.37607425034411834,-0.4838055314171504,-0.2731734009798185,0.21063213043733187
2.1,-0.19805400511868582,-0.15863695118181395,-0.25936270440084697,-0.039412599302066594,0.21995010509878038
2.06,0.009299272147855944,0.05322972423451132,-0.013393765992549947,0.1248067302985402,0.13820049629109016
2.02,-0.5071000603627929,-0.5122373565125244,-0.5745773207499207,-0.4399231295461994,0.13465419120372135
1.98,-0.2645730093907898,-0.2397679953574819,-0.31522699530602516,-0.16954545724679537,0.1456815380592298
1.94,-0.23299502552196438,-0.23464371471439593,-0.3926169269510933,-0.10318586128137756,0.2894310656697157
1.9,-0.33884222797016084,-0.37697138262880886,-0.5054418217165528,-0.2514516636920769,0.25399015802447594
1.86,-0.07569558298110454,-0.05748722911997189,-0.17485625269837599,0.05814382436418871,0.2330000770625647
1.82,-0.1250802739741272,-0.09744755516319552,-0.25317097806883376,0.005879241867400748,0.2590502199362345
1.78,-0.08997353912170797,-0.10803609065717013,-0.231134362386939,0.01865315568509511,0.2497875180720341
1.74,-0.23839575548426373,-0.22799674482785937,-0.35917721045739465,-0.08444373936257124,0.2747334710948234
1.7,-0.45761436641682435,-0.4423686489697925,-0.5303245553866545,-0.35327963456849654,0.17704492081815792
1.66,-0.24747704982341268,-0.2136510436018915,-0.3277361012140923,-0.10104499817467348,0.2266911030394188
1.62,-0.00856399276196879,0.04938556676241926,-0.08445363211877156,0.14297074268660165,0.2274243748053732
1.58,0.04062741840318133,0.10207868267857734,0.009932558763059015,0.21056027796556487,0.20062771920250586
1.54,0.05608715083181482,0.086629718880649,-0.026489347294883257,0.1693036012099882,0.19579294850487144
1.5,0.029501680605494122,0.03935965180723836,-0.0798784768498436,0.13855901989170072,0.21843749674154433
1.46,-0.33484880730077693,-0.3212123241563052,-0.4678610089187584,-0.2042654616644216,0.2635955472543368
1.42,0.017994541411218954,0.07180883542840642,-0.019750441668030954,0.19766528331742614,0.21741572498545708
1.38,-0.02922283800738352,-0.02637184886885166,-0.12634344022535468,0.021935416241355747,0.14827885646671043
1.34,-0.11900625874531462,-0.1295702558122307,-0.20086731126902121,-0.07097057333860995,0.12989673793041126
1.3,-0.0805790687018307,-0.07864266467445807,-0.1393621711812864,-0.015877507362361182,0.12348466381892523
1.26,0.1419949898799854,0.2035521848458738,0.12260771857481975,0.35703753152906886,0.2344298129542491
1.22,0.4087912285561865,0.4725575608143533,0.42557920564188834,0.5141518841476748,0.08857267850578643
1.18,-0.5986361139600264,-0.5967825376241234,-0.6588287009868475,-0.5328319116983864,0.12599678928846114
1.14,-0.34112255419513793,-0.4532440352437954,-0.5408413653688902,-0.2922294862437849,0.24861187912510524
1.1,-0.09251827595962604,-0.07284180257579789,-0.17037413465104773,0.014411270224670055,0.1847854048757178
1.06,-0.061140361404847694,-0.07159808668236525,-0.28001758722192277,0.036242007374800954,0.3162595945967237
1.02,-0.37088103308495696,-0.35370950295822984,-0.4885076136238631,-0.22417729699503988,0.2643303166288232
0.98,-0.3657376174009392,-0.32590895045652885,-0.4356250939581049,-0.21278603265069843,0.22283906130740647
0.94,-0.43283823634410795,-0.39830860836647114,-0.4996209225487476,-0.2768567378954975,0.22276418465325015
0.9,-0.013838912310183391,0.03297901324942536,-0.03633729741594064,0.12987012698025074,0.16620742439619138
0.86,-0.0682364803804924,-0.0569911171507605,-0.10901197325370403,-0.0025517616190193766,0.10646021163468465
0.82,-0.14158734815409943,-0.17910109205676392,-0.2793741737722384,-0.1037608630030591,0.1756133107691793
0.78,0.04903108011161938,0.10535169464153331,0.04606226065621748,0.21935601353653983,0.17329375288032234
0.74,0.07462235767934808,0.14341757069786942,0.08588790518104393,0.19759299282404166,0.11170508764299773
0.7,0.12087651933477235,0.1963878639829147,0.11521951205450597,0.2657218810795455,0.1505023690250395
0.66,-0.07338910962376517,-0.014387224479657845,-0.11974565446363994,0.09754949267729382,0.21729514714093376
0.62,0.1441495465787145,0.21315316899086717,0.14720673135955464,0.2766471361032672,0.12944040474371254
0.58,0.09237044750658828,0.16576645549910282,0.09702751628958226,0.2314908331246012,0.13446331683501894
0.54,0.12131478993543061,0.19769490741703621,0.12148069799504818,0.26458927702652185,0.14310857903147367
0.5,-0.07265811759658101,-0.039862459986438135,-0.12619232925264778,0.04232452360033978,0.16851685285298756
0.46,0.1077444840633342,0.08039896041466792,0.018058105159207485,0.16160740287745792,0.14354929771825042
0.42,0.07969407565594948,0.09228363562610092,0.023813585825082143,0.16993189750889676,0.14611831168381462
0.38,0.10160716573266373,0.08509882667469712,0.021141829008321435,0.15908020211183974,0.1379383731035183
0.34,0.08573585221472907,0.07902923192991748,-0.014311878688490442,0.17424887266366187,0.1885607513521523
0.3,-0.06172631205131349,-0.08552412223837128,-0.1732924601944776,-0.013078110435241633,0.16021434975923599
0.26,-0.019046024291546806,-2.9775143588915733e-05,-0.06433134132296678,0.06355928045746395,0.12789062178043073
0.22,0.1585546152788682,0.19115231447658423,0.11406574412678128,0.2788617691648986,0.1647960250381173
0.18,-0.21048613819419748,-0.2574532605554797,-0.3516410573341868,-0.18030236357075552,0.1713386937634313
0.14,-0.22900958811013025,-0.25448763419569576,-0.31648553522455664,-0.18802758405958508,0.12845795116497155
0.1,0.20974188694707163,0.24705079038105165,0.17772980404186717,0.30757142313845226,0.1298416190965851
0.06,-0.21642452857966996,-0.24943078207967911,-0.30973484293176373,-0.18399554065951843,0.1257393022722453
0.02,-0.10599909487532841,-0.1309625699783753,-0.20915668619607813,-0.04375185058776175,0.16540483560831637
